ID	Property	原文	正誤判定	正解Propertyの詳細	場面内の主語	場面内の述語	場面内の目的語
441	hasPredicate	持つ	True	hasPredicate	×	〇	〇
441	Obj	１つの機械	True	What	×	〇	〇
443	対象文	文字が摩滅する			×	〇	無
443	Who	文字	False		×	〇	無
443	hasPredicate	摩滅する	True	hasPredicate	×	〇	無
444	対象文	ホームズは以下を言った			〇	×	×
444	Who	ホームズ	True		〇	×	×
444	hasPredicate	言った	False		〇	×	×
444	Obj	以下	False	判別不能	〇	×	×
445	対象文	ホームズは論文（以下）を書いている			〇	〇	×
445	Who	ホームズ	True		〇	〇	×
445	hasPredicate	書いている	True	hasPredicate	〇	〇	×
445	Obj	論文（以下）	False	判別不能	〇	〇	×
446	対象文	タイプライターは犯罪と関係している			×	〇	〇
446	Who	タイプライター	False		×	〇	〇
446	hasPredicate	関係している	True	hasProperty	×	〇	〇
446	Obj	犯罪	True	What	×	〇	〇
447	対象文	ホズマの手紙はタイプで書かれている			×	〇	〇
447	Who	ホズマの手紙	False		×	〇	〇
447	hasPredicate	書かれている	True	hasPredicate	×	〇	〇
447	Obj	タイプ	True	How	×	〇	〇
448	対象文	ホズマの手紙では、eが不鮮明である			×	〇	×
448	Who	e	False		×	〇	×
448	hasPredicate	不鮮明である	True	hasProperty	×	〇	×
448	Obj	ホズマの手紙で	False	判別不能	×	〇	×
449	対象文	ホズマの手紙では、rが欠けている			×	〇	×
449	Who	r	False		×	〇	×
449	hasPredicate	欠けている	True	hasPredicate	×	〇	×
449	Obj	ホズマの手紙で	False	判別不能	×	〇	×
450	対象文	ホズマの手紙は14の特徴を持つ			×	〇	〇
450	Who	ホズマの手紙	False		×	〇	〇
450	hasPredicate	持つ	True	hasPredicate	×	〇	〇
450	Obj	14の特徴	True	What	×	〇	〇
451	対象文	ウィンディバンクは椅子から跳び上がった			〇	×	〇
451	Who	ウィンディバンク	True		〇	×	〇
451	hasPredicate	跳び上がった	False		〇	×	〇
451	Obj	椅子	True	From	〇	×	〇
452	対象文	ウィンディバンクは帽子をつかんだ			〇	×	〇
452	Who	ウィンディバンク	True		〇	×	〇
452	hasPredicate	つかんだ	False		〇	×	〇
452	Obj	帽子	True	What	〇	×	〇
453	対象文	ウィンディバンクは以下を言った			〇	×	×
453	Who	ウィンディバンク	True		〇	×	×
453	hasPredicate	言った	False		〇	×	×
453	Obj	以下	False	判別不能	〇	×	×
454	対象文	ウィンディバンクは無駄な時間を持たない			〇	〇	〇
454	Who	ウィンディバンク	True		〇	〇	〇
454	hasPredicate	持たない	True	hasPredicate	〇	〇	〇
454	Obj	無駄な時間	True	What	〇	〇	〇
455	対象文	ウィンディバンクは以下をホームズに頼む			〇	〇	△
455	Who	ウィンディバンク	True		〇	〇	△
455	hasPredicate	頼む	True	hasPredicate	〇	〇	△
455	Obj	以下	False	判別不能	〇	〇	△
455	Obj	ホームズ	True	Whom	〇	〇	△
456	対象文	ホームズがウィンディバンクに知らせる			〇	〇	〇
456	Who	ホームズ	True		〇	〇	〇
456	hasPredicate	知らせる	True	hasPredicate	〇	〇	〇
456	Obj	ウィンディバンク	True	Whom	〇	〇	〇
458	対象文	ホームズがホズマを捕まえる			〇	〇	〇
458	Who	ホームズ	True		〇	〇	〇
458	hasPredicate	捕まえる	True	hasPredicate	〇	〇	〇
458	Obj	ホズマ	True	Whom	〇	〇	〇
459	対象文	ホームズは扉をロックした			〇	×	〇
459	Who	ホームズ	True		〇	×	〇
459	hasPredicate	ロックした	False		〇	×	〇
459	Obj	扉	True	What	〇	×	〇
460	対象文	ホームズは以下を言った			〇	×	×
460	Who	ホームズ	True		〇	×	×
460	hasPredicate	言った	False		〇	×	×
460	Obj	以下	False	判別不能	〇	×	×
461	対象文	ホームズはホズマを捕まえた			〇	×	〇
461	Who	ホームズ	True		〇	×	〇
461	hasPredicate	捕まえた	False		〇	×	〇
461	Obj	ホズマ	True	What	〇	×	〇
462	対象文	ウィンディバンクはホズマの居場所をホームズに尋ねた			〇	×	〇
462	Who	ウィンディバンク	True		〇	×	〇
462	hasPredicate	尋ねた	False		〇	×	〇
462	Obj	ホズマの居場所	True	What	〇	×	〇
462	Obj	ホームズ	True	Whom	〇	×	〇
463	対象文	ウィンディバンクの唇は真っ青だった			〇	×	無
463	Who	ウィンディバンクの唇	True		〇	×	無
463	hasPredicate	真っ青だった	False		〇	×	無
464	対象文	ウィンディバンクは回りを見まわした			〇	×	〇
464	Who	ウィンディバンク	True		〇	×	〇
464	hasPredicate	見まわした	False		〇	×	〇
464	Obj	回り	True	What	〇	×	〇
465	対象文	ホームズは以下を言った			〇	×	×
465	Who	ホームズ	True		〇	×	×
465	hasPredicate	言った	False		〇	×	×
465	Obj	以下	False	判別不能	〇	×	×
466	対象文	ウィンディバンクはホームズから逃げられない			〇	〇	〇
466	Who	ウィンディバンク	True		〇	〇	〇
466	hasPredicate	逃げられない	True	hasPredicate	〇	〇	〇
466	Obj	ホームズ	True	From	〇	〇	〇
467	対象文	ウィンディバンクは椅子に座った			〇	×	〇
467	Who	ウィンディバンク	True		〇	×	〇
467	hasPredicate	座った	False		〇	×	〇
467	Obj	椅子	True	On	〇	×	〇
468	対象文	ウィンディバンクの顔は死んだようだった			〇	×	無
468	Who	ウィンディバンクの顔	True		〇	×	無
468	hasPredicate	死んだようだった	False		〇	×	無
469	対象文	ウィンディバンクの額は冷や汗を持つ			×	〇	〇
469	Who	ウィンディバンクの額	False		×	〇	〇
469	hasPredicate	持つ	True	hasPredicate	×	〇	〇
469	Obj	冷や汗	True	What	×	〇	〇
470	対象文	ウィンディバンクは以下を言った			〇	×	×
470	Who	ウィンディバンク	True		〇	×	×
470	hasPredicate	言った	False		〇	×	×
470	Obj	以下	False	判別不能	〇	×	×
471	対象文	ホームズはウィンディバンクを訴えない			〇	〇	〇
471	Who	ホームズ	True		〇	〇	〇
471	hasPredicate	訴えない	True	hasPredicate	〇	〇	〇
471	Obj	ウィンディバンク	True	What	〇	〇	〇
472	対象文	ホームズは以下を言った			〇	×	×
472	Who	ホームズ	True		〇	×	×
472	hasPredicate	言った	False		〇	×	×
472	Obj	以下	False	判別不能	〇	×	×
473	対象文	ホームズは残念である			〇	〇	無
473	Who	ホームズ	True		〇	〇	無
473	hasPredicate	残念である	True	hasProperty	〇	〇	無
474	対象文	ホームズは初めて残酷で身勝手なごまかしに会った			〇	×	×
474	Who	ホームズ	True		〇	×	×
474	hasPredicate	初めて残酷で身勝手なごまかしに会った	False		〇	×	×
474	Obj	残酷で身勝手なごまかし	False	判別不能	〇	×	×
475	対象文	ウィンディバンクはサザランドの母とお金のために結婚した			〇	×	△
475	Who	ウィンディバンク	True		〇	×	△
475	hasPredicate	結婚した	False		〇	×	△
475	Obj	サザランドの母	True	What	〇	×	△
475	Obj	お金のため	False	判別不能	〇	×	△
476	対象文	ウィンディバンクはサザランドの金が使える			〇	×	無
476	Who	ウィンディバンク	True		〇	×	無
476	hasPredicate	サザランドの金が使える	False		〇	×	無
478	対象文	ウィンディバンクがサザランドと住んでいる			〇	〇	〇
478	Who	ウィンディバンク	True		〇	〇	〇
478	hasPredicate	住んでいる	True	hasPredicate	〇	〇	〇
478	Obj	サザランド	True	What	〇	〇	〇
479	対象文	サザランドの金は大金である			〇	〇	無
479	Who	サザランドの金	True		〇	〇	無
479	hasPredicate	大金である	True	hasProperty	〇	〇	無
480	対象文	ウィンディバンクはサザランドの金が欲しい			〇	×	無
480	Who	ウィンディバンク	True		〇	×	無
480	hasPredicate	サザランドの金が欲しい	False		〇	×	無
481	対象文	サザランドはお人好しである			〇	〇	無
481	Who	サザランド	True		〇	〇	無
481	hasPredicate	お人好しである	True	hasProperty	〇	〇	無
482	対象文	サザランドは情と思いやりを持つ			〇	〇	〇
482	Who	サザランド	True		〇	〇	〇
482	hasPredicate	持つ	True	hasPredicate	〇	〇	〇
482	Obj	情	True	What	〇	〇	〇
482	Obj	思いやり	True	What	〇	〇	〇
483	対象文	サザランドの性格は良い			〇	〇	無
483	Who	サザランドの性格	True		〇	〇	無
483	hasPredicate	良い	True	hasPredicate	〇	〇	無
484	対象文	サザランドは金を持っている			〇	〇	〇
484	Who	サザランド	True		〇	〇	〇
484	hasPredicate	持っている	True	hasPredicate	〇	〇	〇
484	Obj	金	True	What	〇	〇	〇
486	対象文	サザランドはすぐに結婚する			×	×	無
486	Who	サザランド	False		×	×	無
486	hasPredicate	すぐに結婚する	False		×	×	無
488	対象文	ウィンディバンクは1年で100ポンドを失う			〇	〇	〇
488	Who	ウィンディバンク	True		〇	〇	〇
488	hasPredicate	失う	True	hasPredicate	〇	〇	〇
488	Obj	1年	True	When	〇	〇	〇
488	Obj	100ポンド	True	What	〇	〇	〇
490	対象文	ウィンディバンクはサザランドを家から出さない			〇	〇	〇
490	Who	ウィンディバンク	True		〇	〇	〇
490	hasPredicate	出さない	True	hasPredicate	〇	〇	〇
490	Obj	サザランド	True	What	〇	〇	〇
490	Obj	家	True	From	〇	〇	〇
491	対象文	ウィンディバンクはサザランドに同年代の人間との交際を禁じる			〇	〇	△
491	Who	ウィンディバンク	True		〇	〇	△
491	hasPredicate	禁じる	True	hasPredicate	〇	〇	△
491	Obj	サザランド	True	To	〇	〇	△
491	Obj	同年代の人間	False	判別不能	〇	〇	△
491	Obj	の交際	False	判別不能	〇	〇	△
492	対象文	上記は続かない			×	〇	無
492	Who	上記	False		×	〇	無
492	hasPredicate	続かない	True	hasPredicate	×	〇	無
493	対象文	サザランドはウィンディバンクに反抗する			〇	〇	〇
493	Who	サザランド	True		〇	〇	〇
493	hasPredicate	反抗する	True	hasPredicate	〇	〇	〇
493	Obj	ウィンディバンク	True	Whom	〇	〇	〇
494	対象文	サザランドは権利を主張する			〇	〇	〇
494	Who	サザランド	True		〇	〇	〇
494	hasPredicate	主張する	True	hasPredicate	〇	〇	〇
494	Obj	権利	True	What	〇	〇	〇
495	対象文	サザランドは舞踏会に行きたい			〇	〇	〇
495	Who	サザランド	True		〇	〇	〇
495	hasPredicate	行きたい	True	hasPredicate	〇	〇	〇
495	Obj	舞踏会	True	Where	〇	〇	〇
496	対象文	ウィンディバンクはサザランドの母の助けを得る			〇	〇	〇
496	Who	ウィンディバンク	True		〇	〇	〇
496	hasPredicate	得る	True	hasPredicate	〇	〇	〇
496	Obj	サザランドの母の助け	True	What	〇	〇	〇
497	対象文	ウィンディバンクは変装する			〇	〇	無
497	Who	ウィンディバンク	True		〇	〇	無
497	hasPredicate	変装する	True	hasPredicate	〇	〇	無
498	対象文	ウィンディバンクは色眼鏡を着けた			〇	×	〇
498	Who	ウィンディバンク	True		〇	×	〇
498	hasPredicate	着けた	False		〇	×	〇
498	Obj	色眼鏡	True	What	〇	×	〇
499	対象文	ウィンディバンクは口髭頬髯を着けた			〇	×	×
499	Who	ウィンディバンク	True		〇	×	×
499	hasPredicate	着けた	False		〇	×	×
499	Obj	口髭頬髯	False	判別不能	〇	×	×
500	対象文	ウィンディバンクはささやいた			〇	×	無
500	Who	ウィンディバンク	True		〇	×	無
500	hasPredicate	ささやいた	False		〇	×	無
501	対象文	変装は安全である			〇	〇	無
501	Who	変装	True		〇	〇	無
501	hasPredicate	安全である	True	hasProperty	〇	〇	無
503	対象文	サザランドは近眼である			〇	〇	無
503	Who	サザランド	True		〇	〇	無
503	hasPredicate	近眼である	True	hasProperty	〇	〇	無
504	対象文	ウィンディバンクはホズマである			〇	×	無
504	Who	ウィンディバンク	True		〇	×	無
504	hasPredicate	ホズマである	False		〇	×	無
505	対象文	ウィンディバンクはサザランドから他人を追い払う			〇	〇	〇
505	Who	ウィンディバンク	True		〇	〇	〇
505	hasPredicate	追い払う	True	hasPredicate	〇	〇	〇
505	Obj	サザランド	True	From	〇	〇	〇
505	Obj	他人	True	What	〇	〇	〇
507	対象文	サザランドがウィンディバンクを愛する			〇	〇	〇
507	Who	サザランド	True		〇	〇	〇
507	hasPredicate	愛する	True	hasPredicate	〇	〇	〇
507	Obj	ウィンディバンク	True	What	〇	〇	〇
508	対象文	ウィンディバンクは以下を思わなかった			〇	×	×
508	Who	ウィンディバンク	True		〇	×	×
508	hasPredicate	思わなかった	False		〇	×	×
508	Obj	以下	False	判別不能	〇	×	×
509	対象文	ウィンディバンクはサザランドの心を奪う			〇	〇	〇
509	Who	ウィンディバンク	True		〇	〇	〇
509	hasPredicate	奪う	True	hasPredicate	〇	〇	〇
509	Obj	サザランドの心	True	What	〇	〇	〇
510	対象文	ホームズは以下を言った			〇	×	×
510	Who	ホームズ	True		〇	×	×
510	hasPredicate	言った	False		〇	×	×
510	Obj	以下	False	判別不能	〇	×	×
511	対象文	サザランドはホズマを愛した			〇	×	〇
511	Who	サザランド	True		〇	×	〇
511	hasPredicate	愛した	False		〇	×	〇
511	Obj	ホズマ	True	What	〇	×	〇
512	対象文	サザランドは以下を思っている			〇	〇	×
512	Who	サザランド	True		〇	〇	×
512	hasPredicate	思っている	True	hasPredicate	〇	〇	×
512	Obj	以下	False	判別不能	〇	〇	×
513	対象文	ウィンディバンクはフランスにいる			〇	〇	〇
513	Who	ウィンディバンク	True		〇	〇	〇
513	hasPredicate	いる	True	hasPredicate	〇	〇	〇
513	Obj	フランス	True	Where	〇	〇	〇
514	対象文	サザランドの思いはサザランドの母の賞賛で増す			〇	〇	〇
514	Who	サザランドの思い	True		〇	〇	〇
514	hasPredicate	増す	True	hasPredicate	〇	〇	〇
514	Obj	サザランドの母の賞賛	True	Why	〇	〇	〇
515	対象文	ホズマはサザランドと何度も会った			×	×	〇
515	Who	ホズマ何度	False		×	×	〇
515	hasPredicate	会った	False		×	×	〇
515	Obj	サザランド	True	What	×	×	〇
516	対象文	ウィンディバンクは安心した			〇	×	無
516	Who	ウィンディバンク	True		〇	×	無
516	hasPredicate	安心した	False		〇	×	無
518	対象文	ウィンディバンクはサザランドと婚約する			〇	〇	〇
518	Who	ウィンディバンク	True		〇	〇	〇
518	hasPredicate	婚約する	True	hasPredicate	〇	〇	〇
518	Obj	サザランド	True	What	〇	〇	〇
519	対象文	サザランドの愛は他人に行かない			〇	〇	〇
519	Who	サザランドの愛	True		〇	〇	〇
519	hasPredicate	行かない	True	hasPredicate	〇	〇	〇
519	Obj	他人	True	To	〇	〇	〇
520	対象文	永遠に、ウィンディバンクはサザランドを騙せない			〇	〇	〇
520	Who	ウィンディバンク	True		〇	〇	〇
520	hasPredicate	騙せない	True	hasPredicate	〇	〇	〇
520	Obj	永遠	True	When	〇	〇	〇
520	Obj	サザランド	True	What	〇	〇	〇
521	対象文	ウィンディバンクは以下が必要である			〇	×	無
521	Who	ウィンディバンク	True		〇	×	無
521	hasPredicate	以下が必要である	False		〇	×	無
522	対象文	ウィンディバンクは劇的にサザランドと別れる			〇	×	〇
522	Who	ウィンディバンク	True		〇	×	〇
522	hasPredicate	劇的にサザランドと別れる	False		〇	×	〇
522	Obj	サザランド	True	What	〇	×	〇
524	対象文	永遠に、サザランドの心はウィンディバンクを刻む			〇	〇	〇
524	Who	サザランドの心	True		〇	〇	〇
524	hasPredicate	刻む	True	hasPredicate	〇	〇	〇
524	Obj	永遠	True	When	〇	〇	〇
524	Obj	ウィンディバンク	True	What	〇	〇	〇
525	対象文	当分の間、サザランドは他人を愛さない			〇	〇	〇
525	Who	サザランド	True		〇	〇	〇
525	hasPredicate	愛さない	True	hasPredicate	〇	〇	〇
525	Obj	当分の間	True	When	〇	〇	〇
525	Obj	他人	True	What	〇	〇	〇
527	対象文	ウィンディバンクはサザランドに聖書で誓わせた			〇	×	〇
527	Who	ウィンディバンク	True		〇	×	〇
527	hasPredicate	誓わせた	False		〇	×	〇
527	Obj	サザランド	True	Whom	〇	×	〇
527	Obj	聖書	True	How	〇	×	〇
528	対象文	ウィンディバンクは以下をほのめかした			〇	×	×
528	Who	ウィンディバンク	True		〇	×	×
528	hasPredicate	ほのめかした	False		〇	×	×
528	Obj	以下	False	判別不能	〇	×	×
529	対象文	結婚式の当日の朝に事件が起こる			×	〇	〇
529	Who	事件	False		×	〇	〇
529	hasPredicate	起こる	True	hasPredicate	×	〇	〇
529	Obj	結婚式の当日の朝	True	When	×	〇	〇
530	対象文	ウィンディバンクは以下を望んだ			〇	×	×
530	Who	ウィンディバンク	True		〇	×	×
530	hasPredicate	望んだ	False		〇	×	×
530	Obj	以下	False	判別不能	〇	×	×
531	対象文	サザランドがホズマに縛られる			〇	〇	〇
531	Who	サザランド	True		〇	〇	〇
531	hasPredicate	縛られる	True	hasPredicate	〇	〇	〇
531	Obj	ホズマ	True	Whom	〇	〇	〇
532	対象文	サザランドが他人を愛さない			〇	〇	〇
532	Who	サザランド	True		〇	〇	〇
532	hasPredicate	愛さない	True	hasPredicate	〇	〇	〇
532	Obj	他人	True	What	〇	〇	〇
534	対象文	ホズマの生死が不明である			〇	〇	無
534	Who	ホズマの生死	True		〇	〇	無
534	hasPredicate	不明である	True	hasProperty	〇	〇	無
535	対象文	ウィンディバンクは教会にサザランドを運んだ			〇	×	〇
535	Who	ウィンディバンク	True		〇	×	〇
535	hasPredicate	運んだ	False		〇	×	〇
535	Obj	教会	True	To	〇	×	〇
535	Obj	サザランド	True	What	〇	×	〇
537	対象文	ウィンディバンクは消えた			〇	×	無
537	Who	ウィンディバンク	True		〇	×	無
537	hasPredicate	消えた	False		〇	×	無
538	対象文	ウィンディバンクは反対の戸から出た			〇	×	〇
538	Who	ウィンディバンク	True		〇	×	〇
538	hasPredicate	出た	False		〇	×	〇
538	Obj	反対の戸	True	From	〇	×	〇
539	対象文	ウィンディバンクは椅子から立った			〇	×	〇
539	Who	ウィンディバンク	True		〇	×	〇
539	hasPredicate	立った	False		〇	×	〇
539	Obj	椅子	True	From	〇	×	〇
540	対象文	ウィンディバンクは冷笑した			〇	×	無
540	Who	ウィンディバンク	True		〇	×	無
540	hasPredicate	冷笑した	False		〇	×	無
541	対象文	ウィンディバンクは以下を言った			〇	×	×
541	Who	ウィンディバンク	True		〇	×	×
541	hasPredicate	言った	False		〇	×	×
541	Obj	以下	False	判別不能	〇	×	×
542	対象文	ウィンディバンクは事実を知らない			〇	〇	〇
542	Who	ウィンディバンク	True		〇	〇	〇
542	hasPredicate	知らない	True	hasPredicate	〇	〇	〇
542	Obj	事実	True	What	〇	〇	〇
543	対象文	ウィンディバンクは法律を破っていない			〇	〇	〇
543	Who	ウィンディバンク	True		〇	〇	〇
543	hasPredicate	破っていない	True	hasPredicate	〇	〇	〇
543	Obj	法律	True	What	〇	〇	〇
544	対象文	ウィンディバンクはホームズを暴行の脅迫と不法拘束で訴えることができる			〇	〇	△
544	Who	ウィンディバンク	True		〇	〇	△
544	hasPredicate	訴えることができる	True	hasPredicate	〇	〇	△
544	Obj	ホームズ	True	What	〇	〇	△
544	Obj	暴行の脅迫	True	Why	〇	〇	△
544	Obj	不法拘束	False	判別不能	〇	〇	△
547	対象文	ホームズは扉を閉めている			〇	〇	〇
547	Who	ホームズ	True		〇	〇	〇
547	hasPredicate	閉めている	True	hasProperty	〇	〇	〇
547	Obj	扉	True	What	〇	〇	〇
548	対象文	ホームズは以下を言った			〇	×	×
548	Who	ホームズ	True		〇	×	×
548	hasPredicate	言った	False		〇	×	×
548	Obj	以下	False	判別不能	〇	×	×
549	対象文	法律はウィンディバンクを扱えない			〇	〇	〇
549	Who	法律	True		〇	〇	〇
549	hasPredicate	扱えない	True	hasPredicate	〇	〇	〇
549	Obj	ウィンディバンク	True	What	〇	〇	〇
550	対象文	ホームズは扉を開けた			〇	×	〇
550	Who	ホームズ	True		〇	×	〇
550	hasPredicate	開けた	False		〇	×	〇
550	Obj	扉	True	What	〇	×	〇
551	対象文	ホームズは以下を言った			〇	×	×
551	Who	ホームズ	True		〇	×	×
551	hasPredicate	言った	False		〇	×	×
551	Obj	以下	False	判別不能	〇	×	×
552	対象文	ウィンディバンクは罪を持つ			〇	〇	〇
552	Who	ウィンディバンク	True		〇	〇	〇
552	hasPredicate	持つ	True	hasPredicate	〇	〇	〇
552	Obj	罪	True	What	〇	〇	〇
553	対象文	サザランドの兄弟親友がウィンディバンクを懲らしめる			〇	〇	〇
553	Who	サザランドの兄弟親友	True		〇	〇	〇
553	hasPredicate	懲らしめる	True	hasPredicate	〇	〇	〇
553	Obj	ウィンディバンク	True	What	〇	〇	〇
554	対象文	ワトソンは以下を言った			〇	×	×
554	Who	ワトソン	True		〇	×	×
554	hasPredicate	言った	False		〇	×	×
554	Obj	以下	False	判別不能	〇	×	×
555	対象文	ワトソンは狩猟鞭を試したい			〇	〇	〇
555	Who	ワトソン	True		〇	〇	〇
555	hasPredicate	試したい	True	hasPredicate	〇	〇	〇
555	Obj	狩猟鞭	True	What	〇	〇	〇
556	対象文	ワトソンは鞭へ近寄った			〇	×	〇
556	Who	ワトソン	True		〇	×	〇
556	hasPredicate	近寄った	False		〇	×	〇
556	Obj	鞭	True	To	〇	×	〇
557	対象文	ウィンディバンクは全速力で逃げた			〇	×	〇
557	Who	ウィンディバンク	True		〇	×	〇
557	hasPredicate	逃げた	False		〇	×	〇
557	Obj	全速力	True	How	〇	×	〇
558	対象文	ホームズは以下を言った			〇	×	×
558	Who	ホームズ	True		〇	×	×
558	hasPredicate	言った	False		〇	×	×
558	Obj	以下	False	判別不能	〇	×	×
559	対象文	ウィンディバンクは罪を重ねる			〇	〇	〇
559	Who	ウィンディバンク	True		〇	〇	〇
559	hasPredicate	重ねる	True	hasPredicate	〇	〇	〇
559	Obj	罪	True	What	〇	〇	〇
560	対象文	最後に、ウィンディバンクは絞首台に行く			〇	〇	〇
560	Who	ウィンディバンク	True		〇	〇	〇
560	hasPredicate	行く	True	hasPredicate	〇	〇	〇
560	Obj	最後	True	When	〇	〇	〇
560	Obj	絞首台	True	To	〇	〇	〇
561	対象文	ホズマの振る舞いは深い動機を持っていた			×	×	〇
561	Who	ホズマの振る舞い	False		×	×	〇
561	hasPredicate	持っていた	False		×	×	〇
561	Obj	深い動機	True	What	×	×	〇
562	対象文	ウィンディバンクがお金を得る			〇	〇	〇
562	Who	ウィンディバンク	True		〇	〇	〇
562	hasPredicate	得る	True	hasPredicate	〇	〇	〇
562	Obj	お金	True	What	〇	〇	〇
563	対象文	ウィンディバンクとホズマは一緒に現れない			〇	〇	×
563	Who	ウィンディバンク	True		〇	〇	×
563	Who	ホズマ	True		〇	〇	×
563	hasPredicate	現れない	True	hasPredicate	〇	〇	×
563	Obj	一緒	False	判別不能	〇	〇	×
564	対象文	色眼鏡と声と髯は変装を思わせる			×	〇	〇
564	Who	色眼鏡	False		×	〇	〇
564	Who	声	False		×	〇	〇
564	Who	髯	False		×	〇	〇
564	hasPredicate	思わせる	True	hasPredicate	×	〇	〇
564	Obj	変装	True	What	×	〇	〇
565	対象文	署名がタイプであった			×	×	無
565	Who	署名	False		×	×	無
565	hasPredicate	タイプであった	False		×	×	無
566	対象文	サザランドはウィンディバンクの筆跡を知っている			〇	〇	〇
566	Who	サザランド	True		〇	〇	〇
566	hasPredicate	知っている	True	hasPredicate	〇	〇	〇
566	Obj	ウィンディバンクの筆跡	True	What	〇	〇	〇
568	対象文	サザランドはウィンディバンクの筆跡に気づく			〇	〇	〇
568	Who	サザランド	True		〇	〇	〇
568	hasPredicate	気づく	True	hasPredicate	〇	〇	〇
568	Obj	ウィンディバンクの筆跡	True	What	〇	〇	〇
569	対象文	ホームズはウィンディバンクの会社を知っている			〇	〇	〇
569	Who	ホームズ	True		〇	〇	〇
569	hasPredicate	知っている	True	hasPredicate	〇	〇	〇
569	Obj	ウィンディバンクの会社	True	What	〇	〇	〇
570	対象文	ホームズは人相書から髯、眼鏡、声を取り除いた			〇	×	△
570	Who	ホームズ	True		〇	×	△
570	hasPredicate	取り除いた	False		〇	×	△
570	Obj	人相書	True	From	〇	×	△
570	Obj	髯、眼鏡、声	False	判別不能	〇	×	△
571	対象文	ホームズは人相書を会社に確認した			〇	×	〇
571	Who	ホームズ	True		〇	×	〇
571	hasPredicate	確認した	False		〇	×	〇
571	Obj	人相書	True	What	〇	×	〇
571	Obj	会社	True	Where	〇	×	〇
572	対象文	ホームズはタイプの特徴に気づいていた			〇	×	〇
572	Who	ホームズ	True		〇	×	〇
572	hasPredicate	気づいていた	False		〇	×	〇
572	Obj	タイプの特徴	True	What	〇	×	〇
573	対象文	ホームズはウィンディバンクに手紙を送った			〇	×	〇
573	Who	ホームズ	True		〇	×	〇
573	hasPredicate	送った	False		〇	×	〇
573	Obj	ウィンディバンク	True	Whom	〇	×	〇
573	Obj	手紙	True	What	〇	×	〇
574	対象文	返事はタイプ打ちだった			〇	×	無
574	Who	返事	True		〇	×	無
574	hasPredicate	タイプ打ちだった	False		〇	×	無
575	対象文	タイプの特徴がホズマと一致した			〇	×	〇
575	Who	タイプの特徴	True		〇	×	〇
575	hasPredicate	一致した	False		〇	×	〇
575	Obj	ホズマ	True	What	〇	×	〇
576	対象文	会社は以下を言った			〇	×	×
576	Who	会社	True		〇	×	×
576	hasPredicate	言った	False		〇	×	×
576	Obj	以下	False	判別不能	〇	×	×
577	対象文	人相書はウィンディバンクである			〇	〇	無
577	Who	人相書	True		〇	〇	無
577	hasPredicate	ウィンディバンクである	True	hasProperty	〇	〇	無
578	対象文	サザランドはホームズを信じない			〇	〇	〇
578	Who	サザランド	True		〇	〇	〇
578	hasPredicate	信じない	True	hasPredicate	〇	〇	〇
578	Obj	ホームズ	True	What	〇	〇	〇
580	対象文	ホームズが真相をサザランドに伝える			〇	〇	〇
580	Who	ホームズ	True		〇	〇	〇
580	hasPredicate	伝える	True	hasPredicate	〇	〇	〇
580	Obj	真相	True	What	〇	〇	〇
580	Obj	サザランド	True	Whom	〇	〇	〇
